username,datetime,contribution
kaiwenxu94,2018-10-01,0
kaiwenxu94,2018-10-02,0
kaiwenxu94,2018-10-03,0
kaiwenxu94,2018-10-04,1
kaiwenxu94,2018-10-05,0
kaiwenxu94,2018-10-06,0
kaiwenxu94,2018-10-07,0
kaiwenxu94,2018-10-08,0
kaiwenxu94,2018-10-09,0
kaiwenxu94,2018-10-10,0
kaiwenxu94,2018-10-11,0
kaiwenxu94,2018-10-12,0
kaiwenxu94,2018-10-13,0
kaiwenxu94,2018-10-14,2
kaiwenxu94,2018-10-15,0
kaiwenxu94,2018-10-16,0
kaiwenxu94,2018-10-17,0
kaiwenxu94,2018-10-18,0
kaiwenxu94,2018-10-19,0
kaiwenxu94,2018-10-20,0
kaiwenxu94,2018-10-21,3
kaiwenxu94,2018-10-22,0
kaiwenxu94,2018-10-23,1
warrior960812,2018-09-17,0
warrior960812,2018-09-18,0
warrior960812,2018-09-19,0
warrior960812,2018-09-20,0
warrior960812,2018-09-21,0
warrior960812,2018-09-22,0
warrior960812,2018-09-23,0
warrior960812,2018-09-24,0
warrior960812,2018-09-25,0
warrior960812,2018-09-26,0
warrior960812,2018-09-27,0
warrior960812,2018-09-28,0
warrior960812,2018-09-29,0
warrior960812,2018-09-30,0
warrior960812,2018-10-01,0
warrior960812,2018-10-02,0
warrior960812,2018-10-03,0
warrior960812,2018-10-04,0
warrior960812,2018-10-05,0
warrior960812,2018-10-06,0
warrior960812,2018-10-07,0
warrior960812,2018-10-08,0
warrior960812,2018-10-09,0
warrior960812,2018-10-10,0
warrior960812,2018-10-11,1
warrior960812,2018-10-12,8
warrior960812,2018-10-13,0
warrior960812,2018-10-14,0
warrior960812,2018-10-15,0
warrior960812,2018-10-16,4
warrior960812,2018-10-17,0
warrior960812,2018-10-18,0
warrior960812,2018-10-19,0
warrior960812,2018-10-20,0
warrior960812,2018-10-21,8
warrior960812,2018-10-22,0
warrior960812,2018-10-23,3
Yang9305,2018-09-17,0
Yang9305,2018-09-18,0
Yang9305,2018-09-19,0
Yang9305,2018-09-20,0
Yang9305,2018-09-21,0
Yang9305,2018-09-22,1
Yang9305,2018-09-23,0
Yang9305,2018-09-24,0
Yang9305,2018-09-25,2
Yang9305,2018-09-26,0
Yang9305,2018-09-27,0
Yang9305,2018-09-28,0
Yang9305,2018-09-29,0
Yang9305,2018-09-30,0
Yang9305,2018-10-01,0
Yang9305,2018-10-02,0
Yang9305,2018-10-03,0
Yang9305,2018-10-04,0
Yang9305,2018-10-05,0
Yang9305,2018-10-06,0
Yang9305,2018-10-07,0
Yang9305,2018-10-08,0
Yang9305,2018-10-09,0
Yang9305,2018-10-10,0
Yang9305,2018-10-11,0
Yang9305,2018-10-12,0
Yang9305,2018-10-13,0
Yang9305,2018-10-14,0
Yang9305,2018-10-15,0
Yang9305,2018-10-16,0
Yang9305,2018-10-17,0
Yang9305,2018-10-18,0
Yang9305,2018-10-19,0
Yang9305,2018-10-20,1
Yang9305,2018-10-21,0
Yang9305,2018-10-22,0
Yang9305,2018-10-23,0
lullabymia,2018-09-17,0
lullabymia,2018-09-18,0
lullabymia,2018-09-19,0
lullabymia,2018-09-20,0
lullabymia,2018-09-21,2
lullabymia,2018-09-22,8
lullabymia,2018-09-23,0
lullabymia,2018-09-24,1
lullabymia,2018-09-25,1
lullabymia,2018-09-26,0
lullabymia,2018-09-27,2
lullabymia,2018-09-28,0
lullabymia,2018-09-29,8
lullabymia,2018-09-30,2
lullabymia,2018-10-01,0
lullabymia,2018-10-02,0
lullabymia,2018-10-03,0
lullabymia,2018-10-04,0
lullabymia,2018-10-05,0
lullabymia,2018-10-06,0
lullabymia,2018-10-07,0
lullabymia,2018-10-08,0
lullabymia,2018-10-09,0
lullabymia,2018-10-10,0
lullabymia,2018-10-11,0
lullabymia,2018-10-12,0
lullabymia,2018-10-13,3
lullabymia,2018-10-14,0
lullabymia,2018-10-15,0
lullabymia,2018-10-16,1
lullabymia,2018-10-17,0
lullabymia,2018-10-18,3
lullabymia,2018-10-19,0
lullabymia,2018-10-20,0
lullabymia,2018-10-21,0
lullabymia,2018-10-22,0
lullabymia,2018-10-23,0
yaonuan1995,2018-09-17,0
yaonuan1995,2018-09-18,0
yaonuan1995,2018-09-19,0
yaonuan1995,2018-09-20,0
yaonuan1995,2018-09-21,0
yaonuan1995,2018-09-22,0
yaonuan1995,2018-09-23,0
yaonuan1995,2018-09-24,0
yaonuan1995,2018-09-25,0
yaonuan1995,2018-09-26,0
yaonuan1995,2018-09-27,0
yaonuan1995,2018-09-28,0
yaonuan1995,2018-09-29,0
yaonuan1995,2018-09-30,0
yaonuan1995,2018-10-01,0
yaonuan1995,2018-10-02,0
yaonuan1995,2018-10-03,0
yaonuan1995,2018-10-04,0
yaonuan1995,2018-10-05,0
yaonuan1995,2018-10-06,0
yaonuan1995,2018-10-07,0
yaonuan1995,2018-10-08,0
yaonuan1995,2018-10-09,0
yaonuan1995,2018-10-10,0
yaonuan1995,2018-10-11,0
yaonuan1995,2018-10-12,0
yaonuan1995,2018-10-13,0
yaonuan1995,2018-10-14,0
yaonuan1995,2018-10-15,0
yaonuan1995,2018-10-16,0
yaonuan1995,2018-10-17,0
yaonuan1995,2018-10-18,0
yaonuan1995,2018-10-19,0
yaonuan1995,2018-10-20,0
yaonuan1995,2018-10-21,1
yaonuan1995,2018-10-22,1
yaonuan1995,2018-10-23,4
18426425,2018-09-17,4
18426425,2018-09-18,0
18426425,2018-09-19,0
18426425,2018-09-20,0
18426425,2018-09-21,0
18426425,2018-09-22,0
18426425,2018-09-23,0
18426425,2018-09-24,0
18426425,2018-09-25,0
18426425,2018-09-26,0
18426425,2018-09-27,0
18426425,2018-09-28,0
18426425,2018-09-29,0
18426425,2018-09-30,0
18426425,2018-10-01,0
18426425,2018-10-02,0
18426425,2018-10-03,0
18426425,2018-10-04,0
18426425,2018-10-05,0
18426425,2018-10-06,0
18426425,2018-10-07,0
18426425,2018-10-08,0
18426425,2018-10-09,0
18426425,2018-10-10,0
18426425,2018-10-11,0
18426425,2018-10-12,0
18426425,2018-10-13,0
18426425,2018-10-14,0
18426425,2018-10-15,0
18426425,2018-10-16,0
18426425,2018-10-17,0
18426425,2018-10-18,0
18426425,2018-10-19,0
18426425,2018-10-20,0
18426425,2018-10-21,12
18426425,2018-10-22,0
18426425,2018-10-23,7
Zmh951010,2018-09-17,0
Zmh951010,2018-09-18,0
Zmh951010,2018-09-19,0
Zmh951010,2018-09-20,0
Zmh951010,2018-09-21,0
Zmh951010,2018-09-22,0
Zmh951010,2018-09-23,0
Zmh951010,2018-09-24,0
Zmh951010,2018-09-25,0
Zmh951010,2018-09-26,0
Zmh951010,2018-09-27,0
Zmh951010,2018-09-28,0
Zmh951010,2018-09-29,3
Zmh951010,2018-09-30,0
Zmh951010,2018-10-01,0
Zmh951010,2018-10-02,0
Zmh951010,2018-10-03,0
Zmh951010,2018-10-04,0
Zmh951010,2018-10-05,0
Zmh951010,2018-10-06,0
Zmh951010,2018-10-07,0
Zmh951010,2018-10-08,0
Zmh951010,2018-10-09,0
Zmh951010,2018-10-10,0
Zmh951010,2018-10-11,0
Zmh951010,2018-10-12,0
Zmh951010,2018-10-13,0
Zmh951010,2018-10-14,0
Zmh951010,2018-10-15,0
Zmh951010,2018-10-16,0
Zmh951010,2018-10-17,0
Zmh951010,2018-10-18,0
Zmh951010,2018-10-19,0
Zmh951010,2018-10-20,0
Zmh951010,2018-10-21,0
Zmh951010,2018-10-22,2
Zmh951010,2018-10-23,1
ZHANGboh,2018-09-17,0
ZHANGboh,2018-09-18,0
ZHANGboh,2018-09-19,0
ZHANGboh,2018-09-20,0
ZHANGboh,2018-09-21,0
ZHANGboh,2018-09-22,0
ZHANGboh,2018-09-23,0
ZHANGboh,2018-09-24,0
ZHANGboh,2018-09-25,0
ZHANGboh,2018-09-26,0
ZHANGboh,2018-09-27,0
ZHANGboh,2018-09-28,0
ZHANGboh,2018-09-29,0
ZHANGboh,2018-09-30,0
ZHANGboh,2018-10-01,0
ZHANGboh,2018-10-02,0
ZHANGboh,2018-10-03,0
ZHANGboh,2018-10-04,0
ZHANGboh,2018-10-05,0
ZHANGboh,2018-10-06,0
ZHANGboh,2018-10-07,0
ZHANGboh,2018-10-08,0
ZHANGboh,2018-10-09,0
ZHANGboh,2018-10-10,0
ZHANGboh,2018-10-11,0
ZHANGboh,2018-10-12,0
ZHANGboh,2018-10-13,0
ZHANGboh,2018-10-14,0
ZHANGboh,2018-10-15,0
ZHANGboh,2018-10-16,1
ZHANGboh,2018-10-17,0
ZHANGboh,2018-10-18,0
ZHANGboh,2018-10-19,0
ZHANGboh,2018-10-20,0
ZHANGboh,2018-10-21,0
ZHANGboh,2018-10-22,0
ZHANGboh,2018-10-23,0
ZhangHuimin97,2018-09-17,0
ZhangHuimin97,2018-09-18,0
ZhangHuimin97,2018-09-19,0
ZhangHuimin97,2018-09-20,0
ZhangHuimin97,2018-09-21,0
ZhangHuimin97,2018-09-22,0
ZhangHuimin97,2018-09-23,0
ZhangHuimin97,2018-09-24,0
ZhangHuimin97,2018-09-25,0
ZhangHuimin97,2018-09-26,0
ZhangHuimin97,2018-09-27,0
ZhangHuimin97,2018-09-28,0
ZhangHuimin97,2018-09-29,0
ZhangHuimin97,2018-09-30,0
ZhangHuimin97,2018-10-01,0
ZhangHuimin97,2018-10-02,0
ZhangHuimin97,2018-10-03,0
ZhangHuimin97,2018-10-04,0
ZhangHuimin97,2018-10-05,0
ZhangHuimin97,2018-10-06,0
ZhangHuimin97,2018-10-07,0
ZhangHuimin97,2018-10-08,0
ZhangHuimin97,2018-10-09,0
ZhangHuimin97,2018-10-10,0
ZhangHuimin97,2018-10-11,0
ZhangHuimin97,2018-10-12,0
ZhangHuimin97,2018-10-13,0
ZhangHuimin97,2018-10-14,0
ZhangHuimin97,2018-10-15,0
ZhangHuimin97,2018-10-16,0
ZhangHuimin97,2018-10-17,0
ZhangHuimin97,2018-10-18,0
ZhangHuimin97,2018-10-19,0
ZhangHuimin97,2018-10-20,0
ZhangHuimin97,2018-10-21,0
ZhangHuimin97,2018-10-22,0
ZhangHuimin97,2018-10-23,3
zhangjingwei0512,2018-09-17,3
zhangjingwei0512,2018-09-18,1
zhangjingwei0512,2018-09-19,4
zhangjingwei0512,2018-09-20,1
zhangjingwei0512,2018-09-21,0
zhangjingwei0512,2018-09-22,0
zhangjingwei0512,2018-09-23,0
zhangjingwei0512,2018-09-24,0
zhangjingwei0512,2018-09-25,0
zhangjingwei0512,2018-09-26,0
zhangjingwei0512,2018-09-27,0
zhangjingwei0512,2018-09-28,0
zhangjingwei0512,2018-09-29,0
zhangjingwei0512,2018-09-30,0
zhangjingwei0512,2018-10-01,0
zhangjingwei0512,2018-10-02,1
zhangjingwei0512,2018-10-03,0
zhangjingwei0512,2018-10-04,0
zhangjingwei0512,2018-10-05,0
zhangjingwei0512,2018-10-06,0
zhangjingwei0512,2018-10-07,0
zhangjingwei0512,2018-10-08,0
zhangjingwei0512,2018-10-09,0
zhangjingwei0512,2018-10-10,0
zhangjingwei0512,2018-10-11,0
zhangjingwei0512,2018-10-12,7
zhangjingwei0512,2018-10-13,0
zhangjingwei0512,2018-10-14,0
zhangjingwei0512,2018-10-15,0
zhangjingwei0512,2018-10-16,0
zhangjingwei0512,2018-10-17,0
zhangjingwei0512,2018-10-18,0
zhangjingwei0512,2018-10-19,0
zhangjingwei0512,2018-10-20,0
zhangjingwei0512,2018-10-21,0
zhangjingwei0512,2018-10-22,0
zhangjingwei0512,2018-10-23,1
NicoleZZC,2018-09-17,2
NicoleZZC,2018-09-18,1
NicoleZZC,2018-09-19,0
NicoleZZC,2018-09-20,0
NicoleZZC,2018-09-21,0
NicoleZZC,2018-09-22,0
NicoleZZC,2018-09-23,0
NicoleZZC,2018-09-24,0
NicoleZZC,2018-09-25,0
NicoleZZC,2018-09-26,0
NicoleZZC,2018-09-27,0
NicoleZZC,2018-09-28,0
NicoleZZC,2018-09-29,0
NicoleZZC,2018-09-30,0
NicoleZZC,2018-10-01,0
NicoleZZC,2018-10-02,0
NicoleZZC,2018-10-03,0
NicoleZZC,2018-10-04,0
NicoleZZC,2018-10-05,0
NicoleZZC,2018-10-06,0
NicoleZZC,2018-10-07,0
NicoleZZC,2018-10-08,0
NicoleZZC,2018-10-09,0
NicoleZZC,2018-10-10,0
NicoleZZC,2018-10-11,0
NicoleZZC,2018-10-12,0
NicoleZZC,2018-10-13,0
NicoleZZC,2018-10-14,0
NicoleZZC,2018-10-15,0
NicoleZZC,2018-10-16,0
NicoleZZC,2018-10-17,0
NicoleZZC,2018-10-18,0
NicoleZZC,2018-10-19,0
NicoleZZC,2018-10-20,0
NicoleZZC,2018-10-21,0
NicoleZZC,2018-10-22,1
NicoleZZC,2018-10-23,13
